"koordinate "	"id. Broj"	"naziv djela"	"ime autora"	"prezime autora"	"godina nastanka"	"tehnika"	"format"	"vlasnik"	"link vlasnik"	"foto kredits"	"glavni narativ uz djelo )pojavljije se kao prvi pasus)"	"sekundarni narativ uz djelo, slijedi nakon prvog, služi obično da se povežu pojedine tačke"	"narativ za koji se veže. Ako ih ima više razdvojiti ih sa tačka zarez, npr: Miunović Milo;Boka kotorska; ovo se pojavljuje nakon teksta o jedinici "	"Column2"	"Column3"	"Column4"	"Column5"
	1146	"Primorski motiv"	"Branko Filo"	"Filipović "	1959	"ulje na platnu"	"54,5x84,5"	"NMCG"		"Geoculture"	"""Primorski motiv“ mogao bi predstavljati jednu vrstu sinteze Filovog pristupa pejzažu – to je slika u kojoj se prepoznaje njegov likovni kredo: svijet posmatran kroz boju, svjetlost i ritam oblika kroz postepeno dekomponovanje formi."	"Ova slika nagovještava postepeno svođenje forme i usmjeravanje ka apstraktnom slikarstvu koje će biti njegova glavna odlika."	"Branko Filipović Filo"				
"42.25746209461637, 18.89350884018613"	1147	"Sveti Stefan"	"Branko Filo"	"Filipović "		"ulje na papiru"	"35x50"	"NMCG"		"Geoculture"	"U ovom djelu Filo prikazuje netipičan obalski dio mjesta u duhu mediteranskog prostora. Arhitektura je svedena na ritam volumena  uokvirenih morem i nebom koje čine jedinstvenu kolorističku cjelinu. Paleta je topla, sa dominacijom okera, crvene i modre, a površina slike je strukturalno bogata, s vidljivim, zrelim potezom. "	"U atmosferi se osjeća mir i plemenita jednostavnost, što je karakteristično za njegovu poetiku tišine i svjetlosti. Ovo je rani period kada slika figuraciju u duhu tada aktuelnih tendencija."	"Branko Filipović Filo; Sveti stefan"				
"42.40336951145468, 18.793863871000525"	1148	"Boka"	"Branko Filo"	"Filipović "		"ulje na platnu"	"35x90,2"	"NMCG"		"Geoculture"	"Prikaz zaliva u Boki definisanog samo bojom, sasvim apstrahovanog. Sve manje je prepoznatljivih elemenata na njegovim kompozicijama. Izrazita svjetlost i svjetli kolorit sa ponekim plavim akcentom definiše brdovitu strukturu predjela."		"Branko Filipović Filo"				
"42.77424662683203, 18.942325632727886"	1149	"Nikšić"	"Branko Filo"	"Filipović "	1951	"tempera na platnu"	"33x49,5"	"NMCG"		"Geoculture"	"Na ovoj slici Filo napušta mediteranski ambijent i prikazuje kontinentalni pejzaž – gradski i industrijski prostor koji prepoznatljivo kontrastira njegovim primorskim motivima. Kolorit je prigušeniji: preovlađuju tonovi sive, smeđe i modrozelene. "	"Na ovom radu vidljive su karakteristike stila Aleksandra Aca Prijića sa kojim je u tom periodu, zajedno sa Gojkom Berkuljanom stvarao u okviru grupe ""Troijica""."	"Branko Filipović Filo; Nikšić"				
"43.356554747078505, 19.35884550340992"	1150	"Begovski dom"	"Ljubomir Ljuba"	"Ivanović"	1933	"olovka na papiru"	"24,5x35,7"	"NMCG"		"Geoculture"	"Crtež nastao u Pljevljima 1933. godine. Različito tretiranim potezima olovke stvara dinamičnu predstavu begovske kuće koja se uzdiže iznad trošnih objekata u prvom planu. Oslicirajući u dinamici crteža postiže utisak vibriranja i strujanja vazduha, dok diskertni svijetlo-tamni odnosi doprinose osjećaju snažne svjetlosti koja se rasipa po površini. "	"Rad pripada mapi crteža koju je izdao 1937. pod imenom Jugoslovenski predeli."	"Ljuba Ivanović; Pljevlja"				
"43.03539187077306, 19.750323857713035"	1151	"Bijelo Polje"	"Ljubomir Ljuba"	"Ivanović"	1937	"olovka na papiru"	"24,8x34,8 "	"NMCG"		"Geoculture"	"Njegovo crtačko majstorstvo i vještina dočaravanja atmosfere mjesta prepoznaje se i na prikazu pogleda na grad u kojem dominira stari most.
Različitom gustinom šrafura za rastinje odnosno objekte u pozadini ostvarena je atmosfera prozračnosti prostora."		"Ljuba Ivanović; Bijelo Polje"				
"42.278859194614384, 18.83973144923277"	1152	"Budva"	"Ljubomir Ljuba"	"Ivanović"	1927	"crtež olovkom"	"24x35"	"NMCG"		"Geoculture"	"Ovaj netipični pogled na zidine Starog grada održava autorovu crtačku vještinu. Intenzivni, gusto zbijeni nanosi ostvaruju utisak masivnih kamenih površina zidova i fasada."	"Najbrojniji dio njegovog stvaralaštva nastao je na putovanjima širom regiona. Iako je moguće prepoznati konkretna mjesta u njima je uvjek prisutan dašak autorove lične impresije. Ovi crteži su naročito dragocjeni jer većina predstavljenih lokacija danas više ne postoji u izvornom obliku. Crteže odlikuje poseban tretman svjetlosti, interesovanje za svjetlo i polusjenke, kao i predstavljanje odnosa svjetlo-tamnog."	"Ljubomir Ljuba Ivanović; Budva"				
"42.43896199441481, 19.259874282873263"	1153	"Ribnica"	"Ljubomir Ljuba"	"Ivanović"	1927	"olovka na papiru"	"34,7x49,2"	"NMCG"		"Geoculture"	"Crtež vjerno prikazuje arhitekturu mosta u čijoj blizini se nalazio i mlin, koji je srušen prilikom odrona 1963. godine predstavljajući jedno od rjetkih svjedočanstva izvornog izgleda i skladno komponovane cjeline."	"Pogled na sastavke na Ribnici obuhvata i poznati most, za koji se pretpostavlja da potiče iz rimskog perioda, koji je obnovio Adži paša Osmanagić po kojem je i dobio ime."	"Ljuba Ivanović; Podgorica"				
"42.450431920101714, 19.26060276836133"	1154	"Vezirov most"	"Ljubomir Ljuba"	"Ivanović"	1927	"olovka na papiru"	"24,5x35"	"NMCG"		"Geoculture"	"Crtački precizno dočarana arhitektura jedno je od malobrojnih svjedočanstva o ovom objektu."	"Nekadašnji most na rijeci Morači koji je miniran 1944. godine, tokom Drugog svjetskog rata. Nikada nije obnovljen već je na njegovo mjesto sagrađen most posvećen narodnom heroju Vaku Đuroviću. Postoji pretpostavka da je njegov graditelj bio Mehmed paša Sokolović u XVI vijeku. Dugo je to bio jedini most za ulaz u grad Podgoricu, kao i raskrsnica prema Nikšiću i Spužu. Imao je tri luka, a sa obje strane stražarske kule koje su služile u odbrambene svrhe."	"Ljuba Ivanović; Podgorica"				
"42.426628730545104, 18.772176616908716"	1155	"Posmrtna povorka knjaza Danila"	"Anton"	"Karinger"	1862	"ulje na platnu"	"120x105"	"NMCG"		"Geoculture"	"Kompozicija je smještena u kameniti pejzaž na starom putu od Kotora ka Cetinju. Posmrtna povorka predstavlja figure muškaraca i žena u tradicionalnim nošnjama. Posebno je uočljiva predstava žene na konju u  crnini (knjaginja Darinka). U pozadini se vide obrisi zaliva i uzvišenje  sa djelom kotorske tvrđave. "		"Anton Karinger; Kotor"				
"42.39039216964596, 18.924199690637423
"	1156	"Ulica na Cetinju"	"Bogomil"	"Karlavaris"	1958	"ulje na platnu"	"65x91"	"NMCG"		"Geoculture"	"I na ovom radu uočava se snažno prisustvo stubova kao glavnih činilaca kompozicije. Prepoznatljiv je i njegov tonski raspon od svjetlo-plavih i sivih tonova do intenzivno zelenih i crvenih za manje partije. Slika predstavlja jednu od ulica nedaleko od gradskog jezgra, dočaravajući urbanu scenu komponovanu u fotografskom tretiranju motiva.
"	"U početnim godinama slikao u akvarelu i ulju pejzaže i vedute Istre i Vojvodine, bliske postimpresionizmu i mrtve prirode. Od sredine 1950-ih radio ulja u stilu geometrijske stilizacije i poetske figuracije, prikazujući puste ulice s istaknutim vertikalama stubova i ravnice sa naglašenim niskim horizontom. Na slikama je uključivao motive saobraćajnih znakova, telefonskih i električnih stubova koje je apstrahovao do simbola. U kolažima s kraja 1990-ih iznosi kritiku savremenog društva. Imao intenzivnu izlagačku karijeru širom Evrope."	"Bogomil Karlavaris; Cetinje"				
	1157	"Predio iz primorja"	"Milan "	"Konjović"		"ulje na platnu"	"73,5x92"	"NMCG"		"Geoculture"	"Na slici je prikazan primorski prizor — naselje uz more s gustim rasporedom kuća, brdima u pozadini i nagovještajem mora ili neba koje svjetlošću prožima cijelu kompoziciju. 
Paleta je bogata i intenzivna: tople crvene, narandžaste i oker nijanse kontrastiraju hladnim plavim i zelenim tonovima. Sve djeluje kao da vibrira u unutrašnjoj svjetlosti. Umjetnik koristi širok, energičan potez, vidljiv trag četke i guste naslage boje, stvarajući površinu koja pulsira životom i osjećajem sunca."	"Konjović ne teži realističnom prikazu prostora; oblici su slobodno deformisani, a pejzaž je konstruisan kroz boju, pokret i ritam poteza. Ova slika predstavlja jedan od tipičnih primjera njegovog zrelog stvaralaštva, u kojem se prepoznaje snažan koloristički i ekspresivni pristup pejzažu."	"Milan Konjović"				
"42.43780734007623, 19.267367454090905"	1158	"Stara Podgorica"	"Tomislav"	"Krizman"	1951	"tempera na papiru"	"39x51"	"NMCG"		"Geoculture"	"Realistički prikaz Stare varoši, koja danas izgleda znčajno drugačije."		"Tomislav Krizman; Podgorica"				
"42.45619807452303, 18.534185756428013"	1159	"Herceg Novi"	"Luka "	"Stanković"	1948	"crtež olovkom"	"36,7x48"	"NMCG"		"Geoculture"	"Pogled na grad sa uzvišenja kojim se obuhvata i vizura ulaska u zaliv. Osim kuća u centru grada može se razaznati i kontura tvrđave Kanli kule."	"U prvom planu minuciozno definisan urbani dio dok je pejzaž naznačen ujednačenim potezima olovke. Autor je koristio tonirani papir što doprinosi rustičnosti prikaza predjela."	"Luka Stanković; Herceg Novi"				
"42.43540782541163, 18.840635257787167"	1160	"Njeguši"	"Luka"	"Stanković"	1947	"crtež olovkom"	"30x40"	"NMCG"		"Geoculture"	"Pogled na naselje sa uzvišenja u kojem je uz glavni put raspoređeno po nekoliko nižih kuća. Ostatak udoline je sumarno opisan bez zalaženja u detalje."		"Luka Stanković; Njeguši"				
	1161	"Selo Vranjina"	"Milo "	"Milunović"		"tempera na lesonitu"	"20,8x29"	"NMCG"		"Geoculture"	"Slika prikazuje pejzaž Skadarskog jezera i naselja Vranjina kroz naglašenu sintezu oblika i boja, a ne kroz topografsku preciznost. Milunović koristi intenzivne, ali harmonično uvezane tonove – najčešće tople okere, sive i modre sa nek-oliko intenzivnih akcenata  – kako bi izgradio živ pejzaž koji pulsira svjetlošću."	"Iako malog formata ova slika sublimira odlike njegovog stila u kojem boja gradi prostor i atmosferu. I ovdje je vidljiva tipična Milunovićeva luminiscencija, gdje pejzaž djeluje prožet unutrašnjim sjajem.
Smiren, uravnotežen ritam kompozicije, bez narativnih elemenata."	"Milo Milunović; Vranjina; Skadarsko jezero"				
	1162	"Motiv iz primorja"	"Milo"	"Milunović"		"tempera na papiru"	"48,5x34,5"	"NMCG"		"Geoculture"	"Pogled na gradski trg, sa primorskom atmosferom, pastelnih tonova i snažne svjetlosti koja obavija čitavu predstavu."		"Milo Milunović"				
"42.387120427646124, 18.922450128732482"	1163	"Orlov krš"	"Milo"	"Milunović"		"ulje na platnu"	"51x60"	"NMCG"		"Geoculture"	"Nešto apstraktnija kompozicija sa pogledom na stazu koja vodi ka Orlovom kršu, mjestu odakle se pruža pogled na Cetinje. Kolorit je nešto tamniji i obuhvata sive i tamno plave tonove, što nije tipično za Milunovićevu paletu. "	"Na ovom mjestu se nalazi mauzolej Danila Petrovića, osnivača dinastije Petrović. Podignut na dvijestotu godišnjicu postojanja dinastije Petrović-Njegoš, 1896. godine, a po nacrtu knjeginje Jelene, ćerke kralja Nikole. Na sarkofagu su ucrtani simboli duhovne i svjetovne vlasti vladike Danila, dok je u kružnom medaljonu predstavljen njegov lik. "	"Milo Milunović; Cetinje"				
"42.20606116434079, 18.93648802633335"	1164	"Motiv iz primorja"	"Milo"	"Milunović"		"ulje na kartonu"	"23,5x34"	"NMCG"		"Geoculture"	"Pogled na karakterističan predio od Budve ka Petrovcu, sa brdima koja dominiraju primorskim predjelom. Forme su apstrakte a elementi su definisani bojom."		"Milo Milunović; Budva"				
"42.25695373613869, 18.89304084204647"	1165	"Sveti Stefan"	"Milo"	"Milunović"	1960	"ulje na platnu"	"17,5x42"	"NMCG"		"Geoculture"	"Prikaz ostrva iz perspektive sa kopna, u širokom planu. Dominiraju plavi i terakota-oker tonovi, u skladu sa Milunovićevim zrelom kolorističkom fazom. Oblici kuća su svedeni na osnovne geometrijske forme, što odražava njegovu sklonost ka postkubističkoj sintezi forme i boje."	"Ova slika je paradigmatski primjer Milunovićeve poetike u prikazivanju mediteranskog pejzaža – uravnotežena kompozicija i sugestija harmonije između arhitekture i prirode."	"Milunović Milo; Sveti Stefan"				
"42.298057500980626, 18.843075607111118"	1166	"Episkop (vladika) Crne Gore i njegova sestra"	"Nepoznati autor"			"akvarel / gvaš"		"NMCG"		"Geoculture"	"Predstava Petra II Petrovića Njegoša, vladike Crne Gore sa ženskim članom porodice predstavlja rijedak i nekonvencionalan ikonografski izbor za prvu polovinu XIX vijeka, naročito u kontekstu vladike kao duhovnog i političkog autoriteta. Umjesto zvaničnog, ceremonijalnog portreta, scena je intimnija, gotovo etnografska studija „kućne odjeće“, čime se naglasak pomjera sa funkcije na svakodnevicu i porodični okvir. Prizor je smješten ispred manastira Podmaine, u to doba na teritoriji Austrougarske monarhije pa se natpis na njemačkom može tumačiti kao posljedica produkcionog i konteksta – djelo je vjerovatno bilo namijenjeno publici koja je Crnu Goru upoznavala kroz vizuelne, često hibridne spojeve etnografije, putopisa i imaginacije."	"Drugo ime za manastir je Podostrog. U kompleksu se nalaze manji hram Uspenija Presvete Bogorodice iz XV vijeka, zadužbina Crnojevića i crkva sv. Petke iz 1747. godine. Unutrašnjost je oslikao Rafail Dimitrijević, iz poznate slikarske porodice Rafailović-Dimitrijević. Njegoš je često boravio u ovom manastiru."	"Budva"				
"42.277662310422095, 18.838832870695022"	1167	"Budva"	"Mihail Milo"	"Pavlović"	1964	"akvarel na papiru"	"58,4x26,3"	"NMCG"		"Geoculture"	"Ovaj akvarel se odlikuje njegovim prepoznatljivim osjećajem za svjetlost, atmosferu i prozračnost mediteranskog pejzaža. Pavlović koristi akvarel na način koji naglašava transparentne slojeve boje, čime postiže mekanu, vibrirajuću atmosferu Starog grada i njegovog obalnog ambijenta i prepoznatljivog zvonika koji dominira gradom."		"Milo Pavlović; Budva"				
"42.386176274938094, 18.921750743364132"	1168	"Mlin pod Cetinjskim manastirom"	"Pero "	"Poček"		"ulje na drvetu"	"26x42"	"NMCG"		"NMCG"	"Kompozicija predstavlja mlin u Vladičinoj bašti, dok se u pozadini naziru obrisi crkve na Ćipuru. Karakterističan Počekov kolorit oker zeleni i gusta faktura nemirnih poteza. Slika je obasjana intenzivnom svjetlošću, u duhu impresionizma kojim je slikar bio inspirisan."	"Mlin Ivana Crnojevića nastao je najvjerovatnije 80-tih godina XV vijeka. Sagradio ga je Ivan Crnojević za potrebe dvora i okolnog stanovništva, na ušću desnog rukavca Cetine, rijeke ponornice. I početkom XX vijeka se, prema nekim podacima, još uvjek u mlinu mljelo žito zahvaljujući vodi  koja se za te potrebe sakupljala u ograđenoj jaži. Mlin je vjerovatno u tom periodu bio nadzidan, a potom je više puta obnavljan. "	"Pero Poček; Cetinje"				
"42.422394616676584, 18.77057711281638"	1169	"Kotor"	"Aleksandar Aco"	"Prijić"	1951	"pastel na papiru "	"39,5x27,8"	"NMCG"		"Geoculture"	"Prikaz dijela kotorske rive iznad koje se uzdiže masivno brdo Pestingrad sa tvrđavom Sveti Ivan. 
Apstrahovane forme i snažni kontrasti svjetlih i tamnih partija. Oker-smeđe nasuprot intenzivne plave."	"„Interesovao me onaj stari put od Kotora za Cetinje kojim je išao Njegoš. Na toj slici sam naslikao onu tvrđavu iznad samoga Kotora i taj stari put dok zađe za brdo gore.“ . ( iz knjige Jefta Milovića, Razgovori sa umjetnicima, 1983)"	"Aleksandar Aco Prijić; Kotor"				
	1170	"Kuća na Svetom Stefanu "	"Aleksandar Aco"	"Prijić"	1950	"pastel na papiru "	"39,5x55"	"NMCG"		"Geoculture"	"Pejzaž intenzivnog kolorita sa kućom na obali kao centralnim motivom. Jednostavno realizovana kompozicija, skoro svedena na konture, dok dinamiku unosi apstrahovano rastinje u prvom planu."		"Aleksandar Aco Prijić; Sveti Stefan"				
"42.439694818719204, 19.257305645245992"	1171	"Titograd"	"Aleksandar Aco "	"Prijić"	1949	"pastel na iverici"	"46,2x61"	"NMCG"		"Geoculture"	"Prikaz gradilišta sa skelama i konstrukcijama - nastanak novih objekata u duhu obnove i izgradnje zemlje nakon rata. Intenzivan kolorit varira od prvog ka zadnjem planu."		"Aleksandar Aco Prijić; Podgorica"				
"42.404560708912676, 18.890859098263917"	1172	"Cetinje"	"Aleksandar Aco"	"Prijić"	1953	"ulje na kartonu"	"70x100"	"NMCG"		"Geoculture"	"Kompozicija predstavlja pogled na grad iz vremena kada je naselje bilo skoncentrisano na uže gradsko jezgro i nekoliko grupa kuća po obodu Cetinjskog polja. Dramatičan prikaz krševitog okruženja potenciran je vijugavim putem u prvom planu i brdima koja se uzdižu u pozadini rada i obrisima vode koja iščezava u daljini. Kolorit je intenzivan sa kontrastnim odnosima svjetlih i intenzivnih tamnijih partija. "	"„Radio sam sliku 'Cetinje' koje je izgledalo sa svojim crvenim krovovima kao buket ruža. Tada sam dobio Skadarsko jezero odmah iza brda u pozadini. Ljudi se čude i pitaju: 'Odakle Cetinju jezero?' Međutim, kad je horizont čist, onda izgleda da se Skadarsko jezero nalazi odmah u pozadini Cetinja.“ (Iz knjige Jefta Milovića „Susreti sa umjetnicima, 1977; citat u monografiji Aleksandar Aco Prijić, Ju Muzeji i galerije Podgorice, 2011, str. 42 )
Iste godine uradio je još jednu sličnu kompoziciju koja je u vlasništvu vile Gorica, Podgorica.
"	"Aleksandar Aco Prijić; Cetinje"				
"42.45205839872825, 18.53220567983799"	1173	"Herceg Novi"	"Aleksandar Aco"	"Prijić"	1949	"pastel na papiru "	"33,5x44"	"NMCG"		"Geoculture"	"Intenzivni plavi i zeleni tonovi sa iskričavim crvenim akcentima stvaraju dinamičnu atmosferu grada."		"Aleksandar Aco Prijić; Herceg Novi"				
"42.39331695829038, 18.906011752691306"	1174	"Humci s Lovćenom"	"Aleksandar Aco"	"Prijić"	1950	"ulje na platnu"	"69x55,8"	"NMCG"		"Geoculture"	"Forme su uglavnom apstrahovane, sa potezima koji se protežu u različitim pravcima stvarajući snažnu dinamiku i slojevitost u građenju predjela. Posebnu žestinu unose žuti i crveni akcenti u prvom planu. Kao najviša tačka u pejzažu izdvaja se Mauzolej – spomenik posvećen Petru II Petroviću Njegošu, slikarski definisan samo jednim kvadratom, poput snažnog akcenta na vrhu Lovćena koji dominira čitavom kompozicijom."	"Pejzaž je bio dominantna tema u njegovom djelu. Doživljavajući ga na različite načine dočarao je raznolike vizure crnogorskog podneblja, sagledane istraživački strpljivo, nerijetko dramatično, sa izrazitom vitalnošću.
Njegove rane radove odlikuje sklonost ka realizmu. Njegov izraz je jednako izražajan i u korištenju pastela, što je rezultiralo snažnim i ekspresivnim djelima. "	"Aleksanadr Aco Prijić; Cetinje"				
